107000097,,4,10,16,36,38
107000098,,3,5,11,18,19
107000099,,4,7,10,15,26
107000100,,3,4,6,36,39
107000101,,10,17,29,31,37
107000102,,1,5,13,22,28
107000103,,1,15,21,26,32
107000104,,2,15,35,36,38
107000105,,5,19,27,35,38
107000106,,12,19,25,28,33
107000107,,2,3,4,24,39
107000108,,8,15,20,21,35
107000109,,2,7,16,18,37
107000110,,11,26,32,34,39
107000111,,2,14,19,20,29
107000112,,3,16,19,20,25
107000113,,4,22,25,31,32
107000114,,13,26,33,34,38
107000115,,12,20,23,33,39
107000116,,4,6,18,24,31
107000117,,15,17,27,28,30
107000118,,5,15,24,28,35
107000119,,9,12,16,29,35
107000120,,17,24,25,34,36
107000121,,20,21,23,29,30
107000122,,5,8,18,29,31
107000123,,8,14,24,30,35
107000124,,3,8,16,19,21
107000125,,3,4,13,23,30
107000126,,5,16,23,24,33
107000127,,3,5,7,16,37
107000128,,15,20,25,27,30
107000129,,5,16,25,29,34
107000130,,15,19,24,25,39
107000131,,11,16,21,34,38
107000132,,9,10,24,34,38
107000133,,6,18,23,31,37
107000134,,2,10,15,23,24
107000135,,4,15,22,30,34
107000136,,2,5,11,14,22
107000137,,20,22,26,31,36
107000138,,5,16,18,30,33
107000139,,1,10,20,36,37
107000140,,18,21,23,31,36
107000141,,2,5,19,22,26
107000142,,1,14,17,27,29
107000143,,9,10,16,27,37
107000144,,19,20,26,31,34
107000145,,4,8,16,33,36
107000146,,4,10,12,28,30
107000147,,1,16,28,31,33
107000148,,10,13,24,26,37
107000149,,9,13,14,17,20
107000150,,6,19,20,29,37
107000151,,6,22,30,37,38
107000152,,3,4,19,25,30
107000153,,8,16,17,21,37
107000154,,12,17,24,25,37
107000155,,5,7,25,34,36
107000156,,12,33,36,38,39
107000157,,11,16,21,24,34
107000158,,9,16,19,20,37
107000159,,19,21,22,23,34
107000160,,8,14,18,27,33
107000161,,13,16,17,20,25
107000162,,6,11,12,29,34
107000163,,15,17,18,22,23
